"Comune";"Provincia";"Regione";"Nome";"Anno inserimento";"Data e ora inserimento";"Identificatore in OpenStreetMap";"Longitudine";"Latitudine";
"Imola";"BOLOGNA";"Emilia-Romagna";"Ripetitore GSM";"2015";"2015-05-29T20:48:36Z";"3556951839";"11.7052739";"44.3521324";
"Imola";"BOLOGNA";"Emilia-Romagna";"Ripetitore GSM";"2015";"2015-08-10T13:50:08Z";"2960120392";"11.7254267";"44.375801";
"Imola";"BOLOGNA";"Emilia-Romagna";"Ripetitore GSM";"2015";"2015-08-10T13:50:08Z";"3678694549";"11.7297778";"44.370364";
"Imola";"BOLOGNA";"Emilia-Romagna";"Ripetitore GSM";"2015";"2015-08-10T13:50:08Z";"3689569084";"11.7323735";"44.3746834";
"Lizzano in Belvedere";"BOLOGNA";"Emilia-Romagna";"";"2015";"2015-09-07T17:40:47Z";"3733422524";"10.8312909";"44.123027";
"Lizzano in Belvedere";"BOLOGNA";"Emilia-Romagna";"";"2015";"2015-09-07T17:40:47Z";"3733422524";"10.8312909";"44.123027";
"Molinella";"BOLOGNA";"Emilia-Romagna";"Radar metereologico di San Pietro Capofiume ARPA";"2014";"2014-11-14T14:27:56Z";"2432841652";"11.6230651";"44.6551894999999";
"Monterenzio";"BOLOGNA";"Emilia-Romagna";"Parco Eolico Casoni di Romagna";"2009";"2009-04-22T12:48:05Z";"373482717";"11.4228584";"44.2592842999999";
"San Giorgio di Piano";"BOLOGNA";"Emilia-Romagna";"Torresotto";"2012";"2012-03-04T20:50:36Z";"1659589204";"11.3761159";"44.6463097999999";
"San Lazzaro di Savena";"BOLOGNA";"Emilia-Romagna";"";"2011";"2011-12-03T08:04:01Z";"1529223790";"11.4081569999999";"44.4486791";
"San Lazzaro di Savena";"BOLOGNA";"Emilia-Romagna";"";"2012";"2012-01-30T09:42:53Z";"1611555759";"11.4090908";"44.4780683999999";
"Sasso Marconi";"BOLOGNA";"Emilia-Romagna";"Antenna";"2011";"2011-11-03T10:57:45Z";"1490239602";"11.204472";"44.4487849";
"VALSAMOGGIA";"BOLOGNA";"Emilia-Romagna";"Ripetitore radio";"2014";"2014-09-01T19:52:46Z";"3054329072";"11.1084371999999";"44.4550053";
"Comacchio";"FERRARA";"Emilia-Romagna";"";"2014";"2014-07-01T11:50:59Z";"494440457";"12.2240818";"44.6893784";
"Copparo";"FERRARA";"Emilia-Romagna";"";"2012";"2012-09-15T17:12:42Z";"1915697809";"11.7706219";"44.8662521999999";
"Portomaggiore";"FERRARA";"Emilia-Romagna";"";"2014";"2014-03-25T06:55:17Z";"2741531138";"11.8041677";"44.6950788999999";
"Vigarano Mainarda";"FERRARA";"Emilia-Romagna";"";"2013";"2013-08-19T15:20:37Z";"2424242990";"11.5082489";"44.8460773999999";
"Bagnacavallo";"RAVENNA";"Emilia-Romagna";"Torre Civica";"2015";"2015-03-16T19:49:59Z";"3402470897";"11.9769614";"44.416096";
"Casola Valsenio";"RAVENNA";"Emilia-Romagna";"Ripetitore GSM";"2014";"2014-08-16T19:46:10Z";"3020920097";"11.5794011";"44.2179113999999";
"Castel Bolognese";"RAVENNA";"Emilia-Romagna";"Acquedotto";"2015";"2015-07-13T20:32:54Z";"3649583348";"11.8026126";"44.3207308";
"Castel Bolognese";"RAVENNA";"Emilia-Romagna";"Ripetitore GSM";"2014";"2014-10-17T20:05:27Z";"3135829087";"11.7788077999999";"44.3254925999999";
"Cervia";"RAVENNA";"Emilia-Romagna";"";"2013";"2013-05-16T18:47:59Z";"2306720865";"12.336202";"44.2778884";
"Cervia";"RAVENNA";"Emilia-Romagna";"";"2013";"2013-05-26T12:50:35Z";"2320629568";"12.3502750999999";"44.258451";
"Ravenna";"RAVENNA";"Emilia-Romagna";"";"2009";"2009-08-24T22:12:44Z";"473099639";"12.3008527999999";"44.3417569";
"Ravenna";"RAVENNA";"Emilia-Romagna";"";"2013";"2013-12-21T14:35:44Z";"1664296100";"12.2656309";"44.5068002";
"Ravenna";"RAVENNA";"Emilia-Romagna";"";"2015";"2015-02-01T10:51:46Z";"3324933975";"12.2015774";"44.4319866";
"Ravenna";"RAVENNA";"Emilia-Romagna";"Telecom";"2010";"2010-01-09T13:29:45Z";"610302973";"12.1864931";"44.4076718999999";
"Ravenna";"RAVENNA";"Emilia-Romagna";"Torre di avvistamento";"2013";"2013-10-17T22:59:07Z";"2500127611";"12.228425";"44.5284432999999";
"Riolo Terme";"RAVENNA";"Emilia-Romagna";"Ripetitore GSM";"2014";"2014-08-16T11:47:33Z";"3020112198";"11.6552069";"44.2572376";
"Riolo Terme";"RAVENNA";"Emilia-Romagna";"Ripetitore GSM-TV";"2014";"2014-08-16T11:47:33Z";"3020112197";"11.6550698";"44.2569915999999";
"Cesena";"FORLI'";"Emilia-Romagna";"";"2011";"2011-12-26T10:01:55Z";"1562266126";"12.2825332";"44.1431302";
"Cesena";"FORLI'";"Emilia-Romagna";"";"2012";"2012-03-03T10:57:13Z";"1657321704";"12.2168084";"44.134714";
"Forli'";"FORLI'";"Emilia-Romagna";"Ciminiera ex Orsi-Mangelli";"2011";"2011-02-01T20:32:24Z";"771257961";"12.0489274";"44.2243652";
"Forli'";"FORLI'";"Emilia-Romagna";"Ripetitore GSM";"2015";"2015-08-21T19:17:06Z";"3708438243";"12.068897";"44.1832868999999";
"Forli'";"FORLI'";"Emilia-Romagna";"Torre Civica";"2011";"2011-04-30T09:08:03Z";"972616859";"12.0399148999999";"44.2230299";
"Forli'";"FORLI'";"Emilia-Romagna";"Torre Numai";"2010";"2010-10-31T08:38:41Z";"971825816";"12.0413583";"44.2246762999999";
"Forlimpopoli";"FORLI'";"Emilia-Romagna";"Ripetitore GSM";"2014";"2014-12-21T13:00:23Z";"3246009551";"12.1377492999999";"44.1897396";
"Roncofreddo";"FORLI'";"Emilia-Romagna";"Antenna";"2015";"2015-01-10T17:56:37Z";"3280765461";"12.2297946";"44.0702359";
"San Mauro Pascoli";"FORLI'";"Emilia-Romagna";"Telecom";"2012";"2012-10-31T15:00:58Z";"1990995970";"12.4134996999999";"44.1086333";
"Santa Sofia";"FORLI'";"Emilia-Romagna";"Pluviometro Braccina";"2013";"2013-10-27T09:21:09Z";"2510118398";"11.7745648";"43.9225065999999";
"Apecchio";"PESARO E URBINO";"Marche";"";"2013";"2013-08-03T18:43:58Z";"2406285195";"12.5178791";"43.5577826999999";
"Mondolfo";"PESARO E URBINO";"Marche";"";"2013";"2013-10-01T13:05:15Z";"2478940307";"13.1441546";"43.7583176999999";
"Montefelcino";"PESARO E URBINO";"Marche";"";"2013";"2013-07-21T13:19:56Z";"1481719569";"12.8196935";"43.7690454999999";
"Montefelcino";"PESARO E URBINO";"Marche";"";"2013";"2013-07-21T13:19:56Z";"1481719572";"12.8147176999999";"43.7692417";
"Pesaro";"PESARO E URBINO";"Marche";"";"2013";"2013-10-14T22:11:13Z";"2496797236";"12.9147295";"43.864268";
"Pesaro";"PESARO E URBINO";"Marche";"";"2013";"2013-10-14T22:11:13Z";"2496797237";"12.9143939";"43.8643282999999";
"Pesaro";"PESARO E URBINO";"Marche";"";"2013";"2013-10-14T22:11:13Z";"2496797238";"12.9140651";"43.8643873999999";
"Piobbico";"PESARO E URBINO";"Marche";"";"2013";"2013-08-03T18:43:57Z";"2406285177";"12.5196167";"43.5576397999999";
"Piobbico";"PESARO E URBINO";"Marche";"";"2013";"2013-08-03T18:43:58Z";"2406285204";"12.5185562";"43.5578782999999";
"Piobbico";"PESARO E URBINO";"Marche";"";"2013";"2013-08-03T18:44:06Z";"1118994830";"12.5190461";"43.5574525999999";
"Saltara";"PESARO E URBINO";"Marche";"";"2013";"2013-05-19T09:39:04Z";"2310912192";"12.9197053";"43.7441292";
"Serrungarina";"PESARO E URBINO";"Marche";"";"2013";"2013-07-21T13:19:43Z";"2391631184";"12.8519153";"43.7830285";
"VALLEFOGLIA";"PESARO E URBINO";"Marche";"";"2013";"2013-05-19T10:58:02Z";"2311045369";"12.6877546";"43.8239442";
"Ancona";"ANCONA";"Marche";"";"2010";"2010-09-27T08:44:56Z";"927969976";"13.5977368";"43.5418442";
"Ancona";"ANCONA";"Marche";"";"2011";"2011-08-02T09:48:36Z";"1382843326";"13.5030104";"43.5744996";
"Ancona";"ANCONA";"Marche";"";"2014";"2014-02-14T22:59:29Z";"2672265721";"13.4749494999999";"43.5940932";
"Ancona";"ANCONA";"Marche";"";"2014";"2014-02-14T22:59:29Z";"2672265726";"13.4770252999999";"43.5950775";
"Ancona";"ANCONA";"Marche";"";"2014";"2014-02-14T22:59:30Z";"2672265727";"13.4764874999999";"43.5951037999999";
"Ancona";"ANCONA";"Marche";"";"2014";"2014-02-14T22:59:30Z";"2672265728";"13.4770296999999";"43.5952267999999";
"Ancona";"ANCONA";"Marche";"";"2014";"2014-02-14T22:59:30Z";"2672265732";"13.4765079";"43.5955252999999";
"Ancona";"ANCONA";"Marche";"";"2014";"2014-02-14T22:59:30Z";"2672265734";"13.476196";"43.5955978";
"Ancona";"ANCONA";"Marche";"";"2014";"2014-02-14T22:59:30Z";"2672265735";"13.4765868";"43.5956302";
"Ancona";"ANCONA";"Marche";"";"2014";"2014-02-14T22:59:30Z";"2672265736";"13.4767227999999";"43.5957666999999";
"Ancona";"ANCONA";"Marche";"";"2014";"2014-02-14T22:59:30Z";"2672265738";"13.4768016999999";"43.5958398";
"Ancona";"ANCONA";"Marche";"";"2014";"2014-02-14T22:59:30Z";"2672265740";"13.4768455";"43.5958811";
"Ancona";"ANCONA";"Marche";"";"2014";"2014-02-14T22:59:32Z";"558655982";"13.4765536";"43.5912092";
"Ancona";"ANCONA";"Marche";"Antenna RAI";"2015";"2015-04-13T08:21:09Z";"827863806";"13.6016361";"43.5499847999999";
"Arcevia";"ANCONA";"Marche";"Torre Civico";"2014";"2014-09-03T13:40:42Z";"2985716012";"13.0107709";"43.5087897";
"Fabriano";"ANCONA";"Marche";"";"2011";"2011-07-30T18:01:32Z";"1379041287";"12.8932045";"43.3005189";
"Fabriano";"ANCONA";"Marche";"";"2011";"2011-07-30T18:01:32Z";"1379041294";"12.8935057";"43.3006241";
"Fabriano";"ANCONA";"Marche";"";"2011";"2011-07-30T18:01:33Z";"1379041315";"12.8949092";"43.3013957";
"Fabriano";"ANCONA";"Marche";"";"2011";"2011-07-30T18:01:33Z";"1379041322";"12.8957947";"43.3017024999999";
"Fabriano";"ANCONA";"Marche";"";"2013";"2013-05-12T19:33:24Z";"2301697241";"12.9314167";"43.3446642999999";
"Fabriano";"ANCONA";"Marche";"";"2014";"2014-10-21T20:33:30Z";"3142620066";"12.8966257";"43.3240438999999";
"Fabriano";"ANCONA";"Marche";"";"2014";"2014-11-19T10:56:31Z";"3195368509";"12.8942646";"43.3011084999999";
"Fabriano";"ANCONA";"Marche";"";"2014";"2014-11-19T11:06:28Z";"3195383809";"12.8639142999999";"43.2539482999999";
"Fabriano";"ANCONA";"Marche";"";"2014";"2014-11-19T11:06:41Z";"3195383848";"12.8641063";"43.2519898999999";
"Fabriano";"ANCONA";"Marche";"";"2014";"2014-11-19T11:11:40Z";"3195386631";"12.8313501999999";"43.3069047999999";
"Fabriano";"ANCONA";"Marche";"";"2014";"2014-11-19T11:11:40Z";"3195386632";"12.8316085999999";"43.3068758";
"Fabriano";"ANCONA";"Marche";"";"2014";"2014-11-19T11:11:40Z";"3195386633";"12.8318074";"43.3069032";
"Fabriano";"ANCONA";"Marche";"";"2014";"2014-11-19T11:11:40Z";"3195386634";"12.8320282999999";"43.3069674999999";
"Fabriano";"ANCONA";"Marche";"";"2014";"2014-11-19T11:14:38Z";"3195383682";"13.0266988";"43.3584055999999";
"Fabriano";"ANCONA";"Marche";"";"2014";"2014-11-19T11:16:26Z";"3195390435";"12.9890656999999";"43.3415205";
"Fabriano";"ANCONA";"Marche";"";"2014";"2014-11-19T11:16:26Z";"3195390436";"12.9891077";"43.3412697999999";
"Fabriano";"ANCONA";"Marche";"";"2014";"2014-11-19T13:12:55Z";"3195487944";"12.8535094999999";"43.3481969999999";
"Fabriano";"ANCONA";"Marche";"";"2014";"2014-11-27T09:40:40Z";"3207346253";"12.8358927";"43.2978908999999";
"Falconara Marittima";"ANCONA";"Marche";"";"2011";"2011-08-02T09:15:40Z";"1382826989";"13.3568669999999";"43.6397582999999";
"Falconara Marittima";"ANCONA";"Marche";"";"2012";"2012-07-02T06:01:36Z";"1809591137";"13.3669651999999";"43.643017";
"Falconara Marittima";"ANCONA";"Marche";"";"2014";"2014-04-13T17:15:26Z";"830186558";"13.3582006";"43.6092104";
"Genga";"ANCONA";"Marche";"";"2014";"2014-11-19T12:56:25Z";"3195475350";"12.9264776";"43.4219174999999";
"Genga";"ANCONA";"Marche";"";"2014";"2014-11-22T21:15:03Z";"3200622682";"12.9723719";"43.4207435";
"Genga";"ANCONA";"Marche";"";"2014";"2014-11-22T21:16:44Z";"3200626059";"12.973457";"43.4195781999999";
"Genga";"ANCONA";"Marche";"ripetitori M.la Croce";"2014";"2014-11-19T11:20:51Z";"3123047870";"12.955685";"43.4155226";
"Sassoferrato";"ANCONA";"Marche";"";"2014";"2014-11-19T11:18:11Z";"3195391903";"12.8705668";"43.4254326";
"Sassoferrato";"ANCONA";"Marche";"";"2014";"2014-11-19T13:09:22Z";"3195485941";"12.8492048";"43.4307765";
"Serra San Quirico";"ANCONA";"Marche";"";"2014";"2014-11-15T20:47:56Z";"3189035915";"13.0138352";"43.4421";
"Serra San Quirico";"ANCONA";"Marche";"";"2014";"2014-11-15T20:48:05Z";"3189036207";"13.0138032999999";"43.4419137";
"Serra San Quirico";"ANCONA";"Marche";"";"2014";"2014-11-15T20:48:37Z";"2206806040";"12.9938691";"43.4387177999999";
"Serra San Quirico";"ANCONA";"Marche";"";"2014";"2014-11-15T20:48:37Z";"2206806043";"12.9928284";"43.4392008";
"Sirolo";"ANCONA";"Marche";"";"2011";"2011-05-09T20:35:01Z";"1278592830";"13.6159212";"43.5443462";
"Apiro";"MACERATA";"Marche";"";"2011";"2011-11-09T17:38:18Z";"1496515368";"13.0608705";"43.3317107";
"Apiro";"MACERATA";"Marche";"";"2011";"2011-11-09T17:43:19Z";"1496515367";"13.0609794";"43.3317569";
"Apiro";"MACERATA";"Marche";"";"2013";"2013-01-16T16:17:25Z";"2114172900";"13.1524874";"43.3875949";
"Apiro";"MACERATA";"Marche";"";"2013";"2013-01-17T16:55:45Z";"2116455395";"13.1510633";"43.3951728999999";
"Apiro";"MACERATA";"Marche";"";"2013";"2013-03-11T13:08:24Z";"2195650513";"13.1391971";"43.3951789999999";
"Apiro";"MACERATA";"Marche";"";"2013";"2013-07-07T15:27:50Z";"2377099418";"13.0611780999999";"43.3318695";
"Apiro";"MACERATA";"Marche";"";"2014";"2014-11-26T11:05:50Z";"1496513604";"13.0593147999999";"43.3379164999999";
"Caldarola";"MACERATA";"Marche";"Ripetitore";"2011";"2011-08-23T18:15:36Z";"1240402206";"13.1918706";"43.1243381999999";
"Camerino";"MACERATA";"Marche";"";"2014";"2014-10-29T12:25:01Z";"3156117034";"12.9913363";"43.0972334";
"Colmurano";"MACERATA";"Marche";"";"2013";"2013-11-10T12:18:55Z";"2526370220";"13.3633211";"43.1738246999999";
"Colmurano";"MACERATA";"Marche";"";"2013";"2013-11-10T12:18:55Z";"2526370227";"13.3641225";"43.1739699";
"Colmurano";"MACERATA";"Marche";"";"2013";"2013-11-10T12:18:55Z";"2526370239";"13.3631230999999";"43.17441";
"Colmurano";"MACERATA";"Marche";"";"2013";"2013-11-10T12:18:55Z";"2526370242";"13.3639346";"43.1745223";
"Corridonia";"MACERATA";"Marche";"";"2013";"2013-11-16T12:14:20Z";"2534869665";"13.5155622999999";"43.2855702";
"Corridonia";"MACERATA";"Marche";"";"2013";"2013-11-16T12:14:20Z";"2534869666";"13.5162846";"43.2855885999999";
"Corridonia";"MACERATA";"Marche";"";"2013";"2013-11-16T12:14:20Z";"2534869667";"13.5159646";"43.2856573999999";
"Corridonia";"MACERATA";"Marche";"";"2013";"2013-11-16T12:14:20Z";"2534869668";"13.5170939";"43.2857624999999";
"Corridonia";"MACERATA";"Marche";"";"2013";"2013-11-16T12:14:20Z";"2534869669";"13.5154647";"43.2858191999999";
"Corridonia";"MACERATA";"Marche";"";"2013";"2013-11-16T12:14:20Z";"2534869670";"13.5158656";"43.2859004999999";
"Corridonia";"MACERATA";"Marche";"";"2013";"2013-11-16T12:14:20Z";"2534869671";"13.5160935";"43.2860761";
"Corridonia";"MACERATA";"Marche";"";"2013";"2013-11-16T12:14:20Z";"2534869672";"13.5168952";"43.2862352";
"Esanatoglia";"MACERATA";"Marche";"";"2014";"2014-11-19T13:16:31Z";"3195491584";"12.9367945";"43.2506875999999";
"Fiastra";"MACERATA";"Marche";"";"2012";"2012-08-26T18:35:48Z";"1401607734";"13.1499077";"43.0225911";
"Fiuminata";"MACERATA";"Marche";"";"2014";"2014-11-19T10:58:59Z";"3195373506";"12.8892112999999";"43.2061972999999";
"Macerata";"MACERATA";"Marche";"";"2013";"2013-05-19T17:44:20Z";"2311631052";"13.4355205";"43.3002006999999";
"Macerata";"MACERATA";"Marche";"";"2013";"2013-05-20T15:56:53Z";"2313057157";"13.4576464999999";"43.3005268";
"Macerata";"MACERATA";"Marche";"";"2013";"2013-05-20T15:56:53Z";"2313057158";"13.4578398";"43.300497";
"Macerata";"MACERATA";"Marche";"";"2014";"2014-08-24T21:19:12Z";"3040020915";"13.5029687";"43.2808879999999";
"Macerata";"MACERATA";"Marche";"";"2014";"2014-08-24T21:19:28Z";"2317423134";"13.5037784999999";"43.280078";
"Montecassiano";"MACERATA";"Marche";"";"2014";"2014-05-01T21:57:08Z";"2830365136";"13.4241904";"43.3640007999999";
"Montelupone";"MACERATA";"Marche";"";"2013";"2013-03-24T09:16:47Z";"2218180474";"13.5676354";"43.3432644";
"Porto Recanati";"MACERATA";"Marche";"";"2014";"2014-10-14T18:09:03Z";"3129724057";"13.6639304";"43.4354706";
"Porto Recanati";"MACERATA";"Marche";"";"2014";"2014-10-14T18:09:04Z";"3129724058";"13.6639529";"43.435478";
"Recanati";"MACERATA";"Marche";"Torre del Passero Solitario";"2012";"2012-09-04T15:55:14Z";"1898539021";"13.5518791";"43.4018553";
"Sefro";"MACERATA";"Marche";"";"2014";"2014-10-24T22:01:14Z";"3148219527";"12.932304";"43.1602351";
"Serrapetrona";"MACERATA";"Marche";"";"2014";"2014-11-19T12:57:46Z";"3195475355";"13.1429265999999";"43.1925456";
"Ascoli Piceno";"ASCOLI PICENO";"Marche";"";"2012";"2012-04-08T16:55:58Z";"1707393116";"13.5800497999999";"42.8641191";
"Ascoli Piceno";"ASCOLI PICENO";"Marche";"Torre degli Ercolani";"2014";"2014-07-04T15:24:51Z";"2947990168";"13.5719857";"42.8574921";
"Rotella";"ASCOLI PICENO";"Marche";"Torre dell'orologio";"2016";"2016-01-16T00:01:59Z";"2331234162";"13.5611263";"42.9543522";
"Carrara";"MASSA-CARRARA";"Toscana";"Torre di Castruccio";"2014";"2014-03-24T16:22:32Z";"2739739431";"10.062187";"44.0472447";
"Comano";"MASSA-CARRARA";"Toscana";"";"2016";"2016-01-16T11:20:21Z";"3949780420";"10.1305409";"44.2914584999999";
"Massa";"MASSA-CARRARA";"Toscana";"";"2013";"2013-03-29T16:31:49Z";"2215380288";"10.1508149";"44.0363925999999";
"Montignoso";"MASSA-CARRARA";"Toscana";"";"2013";"2013-04-08T18:25:49Z";"2258530992";"10.2017032";"44.0331401999999";
"Pontremoli";"MASSA-CARRARA";"Toscana";"";"2012";"2012-10-15T15:06:11Z";"1966845218";"9.866224";"44.4699287999999";
"Pontremoli";"MASSA-CARRARA";"Toscana";"";"2012";"2012-10-15T15:06:11Z";"1966845218";"9.866224";"44.4699287999999";
"Camaiore";"LUCCA";"Toscana";"";"2012";"2012-12-10T18:49:07Z";"1346017019";"10.2952455";"43.9176457";
"Camaiore";"LUCCA";"Toscana";"";"2012";"2012-12-10T18:49:07Z";"1346017118";"10.294929";"43.9181031999999";
"Camaiore";"LUCCA";"Toscana";"";"2012";"2012-12-10T18:49:07Z";"1346017546";"10.2954418";"43.9167706";
"Capannori";"LUCCA";"Toscana";"";"2012";"2012-03-15T00:00:28Z";"1675067648";"10.553668";"43.7505980999999";
"Capannori";"LUCCA";"Toscana";"";"2012";"2012-03-15T00:00:28Z";"1675067649";"10.553641";"43.7507302";
"Capannori";"LUCCA";"Toscana";"";"2012";"2012-03-15T00:00:28Z";"1675067652";"10.5536095";"43.7509729";
"Capannori";"LUCCA";"Toscana";"";"2012";"2012-03-15T09:27:06Z";"1675067633";"10.5539859";"43.7500219";
"Capannori";"LUCCA";"Toscana";"";"2012";"2012-03-15T09:27:06Z";"1675067637";"10.5539559";"43.7502222999999";
"Capannori";"LUCCA";"Toscana";"";"2012";"2012-03-15T09:27:06Z";"1675067647";"10.5540534";"43.7504465";
"Capannori";"LUCCA";"Toscana";"";"2016";"2016-01-26T20:24:14Z";"3969269718";"10.6416479";"43.8835942999999";
"Massarosa";"LUCCA";"Toscana";"";"2012";"2012-11-19T15:44:42Z";"2021644896";"10.3617722";"43.8894512";
"Massarosa";"LUCCA";"Toscana";"";"2012";"2012-11-19T15:44:42Z";"2021644897";"10.3618758";"43.8895588";
"Massarosa";"LUCCA";"Toscana";"";"2014";"2014-10-02T23:24:14Z";"3108349487";"10.2957781";"43.9141679999999";
"Pietrasanta";"LUCCA";"Toscana";"";"2012";"2012-08-28T15:46:42Z";"1886863803";"10.2393149";"43.9711925";
"Stazzema";"LUCCA";"Toscana";"";"2015";"2015-09-25T10:36:52Z";"1880463857";"10.3065849";"43.9957126999999";
"Viareggio";"LUCCA";"Toscana";"";"2009";"2009-12-03T10:07:54Z";"579408578";"10.2512646";"43.8789585";
"Viareggio";"LUCCA";"Toscana";"";"2014";"2014-04-04T22:40:20Z";"579408577";"10.2566828999999";"43.8666247999999";
"Pistoia";"PISTOIA";"Toscana";"Torre";"2015";"2015-12-26T16:22:05Z";"2754712348";"10.9370148999999";"43.9579427999999";
"Pistoia";"PISTOIA";"Toscana";"Torre caposaldo riferimento Galleria Signorino";"2014";"2014-12-27T15:03:46Z";"1500366230";"10.9212221";"44.0054181";
"Sambuca Pistoiese";"PISTOIA";"Toscana";"";"2015";"2015-06-25T10:00:55Z";"2335389359";"10.987655";"44.0304147";
"Bagno a Ripoli";"FIRENZE";"Toscana";"Torre Terigi";"2009";"2009-08-09T20:10:46Z";"459975727";"11.3526384999999";"43.7497913999999";
"Borgo San Lorenzo";"FIRENZE";"Toscana";"";"2014";"2014-11-24T18:03:47Z";"3203326312";"11.3294301999999";"43.9013278999999";
"Campi Bisenzio";"FIRENZE";"Toscana";"";"2012";"2012-11-03T16:46:14Z";"1995600805";"11.1433918";"43.8486381";
"Campi Bisenzio";"FIRENZE";"Toscana";"";"2014";"2014-02-04T16:23:19Z";"1995600809";"11.1406347";"43.8481106999999";
"Certaldo";"FIRENZE";"Toscana";"";"2015";"2015-10-24T22:36:25Z";"3801454264";"11.0386614";"43.5455110999999";
"Fiesole";"FIRENZE";"Toscana";"Torre Tonda";"2012";"2012-12-29T09:19:13Z";"2086914032";"11.3670912";"43.7948193";
"Firenze";"FIRENZE";"Toscana";"";"2014";"2014-10-01T07:28:11Z";"3105060658";"11.2420188";"43.7912792999999";
"Firenze";"FIRENZE";"Toscana";"";"2015";"2015-06-20T00:47:25Z";"3574350706";"11.2392721";"43.7494294999999";
"Firenze";"FIRENZE";"Toscana";"";"2015";"2015-06-20T00:47:25Z";"3574350707";"11.2390252";"43.7499759999999";
"Firenze";"FIRENZE";"Toscana";"";"2015";"2015-06-20T00:47:25Z";"3574350708";"11.2376546";"43.7497028";
"Firenze";"FIRENZE";"Toscana";"";"2015";"2015-06-20T00:47:26Z";"3574350709";"11.2379148";"43.7491003";
"Greve in Chianti";"FIRENZE";"Toscana";"";"2012";"2012-09-17T11:32:18Z";"1918529939";"11.3888219";"43.5515545";
"Greve in Chianti";"FIRENZE";"Toscana";"";"2012";"2012-09-17T11:32:25Z";"1918530206";"11.378302";"43.5608758999999";
"Impruneta";"FIRENZE";"Toscana";"";"2013";"2013-02-03T20:11:27Z";"2140563324";"11.2479457";"43.7231566";
"Montaione";"FIRENZE";"Toscana";"";"2012";"2012-10-28T10:58:48Z";"1986727325";"10.9118165";"43.5556180999999";
"Reggello";"FIRENZE";"Toscana";"";"2012";"2012-10-22T19:19:55Z";"1978410453";"11.5757002";"43.7272214999999";
"Reggello";"FIRENZE";"Toscana";"";"2015";"2015-04-08T14:04:29Z";"3444774118";"11.5782639";"43.7201361999999";
"Reggello";"FIRENZE";"Toscana";"";"2015";"2015-04-23T09:58:19Z";"3444774119";"11.5792742";"43.7188978";
"Rignano sull'Arno";"FIRENZE";"Toscana";"";"2012";"2012-02-11T00:40:24Z";"1627697395";"11.3734813999999";"43.7007547999999";
"Rignano sull'Arno";"FIRENZE";"Toscana";"";"2012";"2012-02-11T00:40:24Z";"1627697400";"11.3722853";"43.7052295";
"Rignano sull'Arno";"FIRENZE";"Toscana";"";"2012";"2012-02-11T00:40:24Z";"1627697403";"11.3740266";"43.7064580999999";
"Sesto Fiorentino";"FIRENZE";"Toscana";"";"2014";"2014-07-19T15:50:59Z";"618806429";"11.2368801";"43.85032";
"Vinci";"FIRENZE";"Toscana";"";"2016";"2016-02-20T19:31:22Z";"4016935226";"10.9749428";"43.7994524";
"Vinci";"FIRENZE";"Toscana";"";"2016";"2016-02-20T19:32:14Z";"1659407083";"10.9749768";"43.8002988";
"FIGLINE E INCISA VALDARNO";"FIRENZE";"Toscana";"";"2012";"2012-09-17T13:10:48Z";"1918647006";"11.3955003";"43.6585772999999";
"Capoliveri";"LIVORNO";"Toscana";"";"2014";"2014-06-22T10:00:55Z";"1910352038";"10.3981943";"42.733395";
"Collesalvetti";"LIVORNO";"Toscana";"";"2013";"2013-04-18T13:42:01Z";"2271669483";"10.4184541";"43.5101218";
"Collesalvetti";"LIVORNO";"Toscana";"";"2013";"2013-04-18T13:42:02Z";"2271669543";"10.4166453";"43.5212993";
"Collesalvetti";"LIVORNO";"Toscana";"";"2013";"2013-06-09T14:56:37Z";"2338258687";"10.4471384";"43.5094673999999";
"Collesalvetti";"LIVORNO";"Toscana";"";"2013";"2013-06-15T22:08:24Z";"2346715505";"10.3865721";"43.5756488999999";
"Collesalvetti";"LIVORNO";"Toscana";"";"2014";"2014-08-10T15:49:45Z";"3008872377";"10.3590897";"43.5993075";
"Livorno";"LIVORNO";"Toscana";"";"2011";"2011-06-29T23:05:05Z";"1343919191";"10.2892702";"43.5372399999999";
"Livorno";"LIVORNO";"Toscana";"";"2011";"2011-09-28T21:23:18Z";"1448489164";"10.3334119999999";"43.5517149";
"Livorno";"LIVORNO";"Toscana";"";"2011";"2011-09-28T21:23:18Z";"1448489181";"10.3259621";"43.5531969";
"Livorno";"LIVORNO";"Toscana";"";"2011";"2011-09-28T21:23:18Z";"1448489184";"10.3267289";"43.5556556";
"Livorno";"LIVORNO";"Toscana";"";"2011";"2011-11-17T16:46:42Z";"1506426671";"10.3611095";"43.4904549999999";
"Livorno";"LIVORNO";"Toscana";"";"2011";"2011-11-17T16:46:43Z";"1506426686";"10.3615601";"43.4906656";
"Livorno";"LIVORNO";"Toscana";"";"2012";"2012-02-04T11:57:52Z";"1617641109";"10.3300587";"43.5667363";
"Livorno";"LIVORNO";"Toscana";"";"2012";"2012-02-29T22:26:00Z";"1653529595";"10.3432102";"43.5774568";
"Livorno";"LIVORNO";"Toscana";"";"2012";"2012-03-08T00:46:13Z";"1665351582";"10.3244802999999";"43.5609994";
"Livorno";"LIVORNO";"Toscana";"";"2012";"2012-04-17T22:28:30Z";"1721214131";"10.3248063";"43.5402631999999";
