Data_Realizzazione;Stato;ID;ID_Gestore
2011-09-15;REALIZZATO;1215889894;3
2011-09-15;REALIZZATO;1215889905;4
2011-09-16;REALIZZATO;1215889908;5
2011-09-16;REALIZZATO;1215905794;6
2011-09-16;REALIZZATO;1215905829;7
2011-09-16;REALIZZATO;1215905854;8
2011-09-16;REALIZZATO;1215905906;9
2011-09-16;REALIZZATO;1215917139;10
2011-09-20;REALIZZATO;1215917239;1
2011-09-20;REALIZZATO;1215917593;2
2011-09-20;REALIZZATO;1215917647;3
2011-09-20;REALIZZATO;1215917700;4
2011-09-20;REALIZZATO;1215918322;5
2011-09-20;REALIZZATO;1218891003;6
2011-09-20;REALIZZATO;1222788421;7
2011-09-20;REALIZZATO;1222788425;8
2011-09-20;REALIZZATO;1222788426;9
2011-09-23;REALIZZATO;1222788428;10
2011-09-23;REALIZZATO;1223255037;1
2011-09-23;REALIZZATO;1224552838;2
2011-09-23;REALIZZATO;1224552839;3
2011-09-23;REALIZZATO;1224552840;4
2011-09-23;REALIZZATO;1225939163;5
2011-09-26;REALIZZATO;1226430790;6
2011-09-26;REALIZZATO;1226777297;7
2011-09-26;REALIZZATO;1226967497;8
2011-09-26;REALIZZATO;1230541921;9
2011-09-26;REALIZZATO;1232776492;10
2011-09-26;REALIZZATO;1233264333;1
2011-09-26;REALIZZATO;1233444270;2
2011-09-26;REALIZZATO;1233645683;3
2011-09-26;REALIZZATO;1234664640;4
2011-09-26;REALIZZATO;1234664673;5
2011-09-26;REALIZZATO;1234664690;6
2011-09-26;REALIZZATO;1234664731;7
2011-09-28;REALIZZATO;1234726953;8
2011-09-28;REALIZZATO;1234817519;9
2011-09-28;REALIZZATO;1236409523;10
2011-09-28;REALIZZATO;1240328530;1
2011-09-28;REALIZZATO;1240328633;2
2011-09-28;REALIZZATO;1240402206;3
2011-09-29;REALIZZATO;1241032305;4
2011-09-29;REALIZZATO;1241328394;5
2011-09-29;REALIZZATO;1243008463;6
2011-09-29;REALIZZATO;1243414310;7
2011-09-29;REALIZZATO;1247313075;8
2011-09-29;REALIZZATO;1247313079;9
2011-09-29;REALIZZATO;1247313081;10
2011-09-29;REALIZZATO;1247313086;1
2011-09-29;REALIZZATO;1247313095;2
2011-09-29;REALIZZATO;1247313100;3
2011-09-29;REALIZZATO;1247313102;4
2011-10-03;REALIZZATO;1247313110;5
2011-10-03;REALIZZATO;1247313116;6
2011-10-03;REALIZZATO;1247313132;7
2011-10-03;REALIZZATO;1247313138;8
2011-10-03;REALIZZATO;1249011865;9
2011-10-03;REALIZZATO;1250141764;10
2011-10-05;REALIZZATO;1253080274;1
2011-10-05;REALIZZATO;1253080377;2
2011-10-05;REALIZZATO;1255493573;3
2011-10-05;REALIZZATO;1255493589;4
2011-10-11;REALIZZATO;1255493597;5
2012-01-27;REALIZZATO;1260272382;6
2012-01-27;REALIZZATO;1266346387;7
2012-01-27;REALIZZATO;1271863324;8
2012-01-30;REALIZZATO;1274173559;9
2012-01-30;REALIZZATO;1274173622;10
2012-01-30;REALIZZATO;1274173645;1
2012-01-30;REALIZZATO;1274173669;2
2012-01-30;REALIZZATO;1275702581;3
2012-01-30;REALIZZATO;1277545603;4
2012-02-02;REALIZZATO;1278592830;5
2012-02-02;REALIZZATO;1280526732;6
2012-02-02;REALIZZATO;1286802567;7
2012-02-02;REALIZZATO;1286815308;8
2012-02-02;REALIZZATO;1288392469;9
2012-02-02;REALIZZATO;1289500238;10
2012-02-03;REALIZZATO;1290497672;1
2012-02-06;REALIZZATO;1292036145;2
2012-02-06;REALIZZATO;1296082031;3
2012-02-06;REALIZZATO;1296082069;4
2012-02-06;REALIZZATO;1296082174;5
2012-02-06;REALIZZATO;1296082230;6
2012-02-06;REALIZZATO;1296085793;7
2012-02-07;REALIZZATO;1296085969;8
2012-02-07;REALIZZATO;1297538123;9
2012-02-07;REALIZZATO;1298216457;10
2012-02-07;REALIZZATO;1298233932;1
2012-02-07;REALIZZATO;1299426855;2
2012-02-07;REALIZZATO;1301804168;3
2012-02-07;REALIZZATO;1302113729;4
2012-02-07;DA REALIZZARE;1302113738;5
2012-02-07;DA REALIZZARE;1304225738;6
2012-02-13;DA REALIZZARE;1305127699;7
2012-02-13;DA REALIZZARE;1311008776;8
2012-02-13;DA REALIZZARE;1311051301;9
2012-02-13;DA REALIZZARE;1311051303;10
2012-02-13;REALIZZATO;1313267400;1
2012-02-13;REALIZZATO;1313267401;2
2012-02-19;REALIZZATO;1313276881;3
2012-02-22;REALIZZATO;1313315695;4
2012-02-22;REALIZZATO;1313365540;5
2012-02-22;REALIZZATO;1315971364;6
2012-02-23;REALIZZATO;1316915001;7
2012-02-23;REALIZZATO;1319053347;8
2012-02-23;REALIZZATO;1319852322;9
2012-02-23;REALIZZATO;1319852328;10
2012-02-23;REALIZZATO;1319852329;1
2012-02-23;REALIZZATO;1319852333;2
2012-02-23;REALIZZATO;1322783235;3
2012-02-29;REALIZZATO;1322783278;4
2012-02-29;REALIZZATO;1324642961;5
2012-02-29;REALIZZATO;1325493085;6
2012-02-29;REALIZZATO;1329784888;7
2012-02-29;REALIZZATO;1331080179;8
2012-02-29;REALIZZATO;1331582099;9
2012-02-29;REALIZZATO;1331582298;10
2012-02-29;REALIZZATO;1331582668;1
2012-02-29;REALIZZATO;1332533410;2
2012-05-23;REALIZZATO;1333678429;3
2012-05-23;REALIZZATO;1333760737;4
2012-05-23;REALIZZATO;1335549364;5
2012-05-23;REALIZZATO;1335549470;6
2012-05-23;REALIZZATO;1335549505;7
2012-05-23;REALIZZATO;1335549527;8
2012-05-23;REALIZZATO;1335549665;9
2012-05-23;REALIZZATO;1335658265;10
2012-05-23;REALIZZATO;1339110259;1
2012-05-24;REALIZZATO;1340336159;2
2012-05-24;REALIZZATO;1341628367;3
2012-05-24;REALIZZATO;1343658669;4
2012-05-24;REALIZZATO;1343919191;5
2012-05-24;REALIZZATO;1344310975;6
2012-05-24;REALIZZATO;1345803264;7
2012-05-24;REALIZZATO;1346017019;8
2012-05-24;REALIZZATO;1346017118;9
2012-05-24;REALIZZATO;1346017546;10
2012-05-24;REALIZZATO;1349101259;1
2012-05-24;REALIZZATO;1352606805;2
2012-05-24;REALIZZATO;1357005909;3
2012-05-24;REALIZZATO;1362589879;4
2012-05-24;REALIZZATO;1362589880;5
2012-05-24;REALIZZATO;1363427958;6
2012-05-24;REALIZZATO;1364794150;7
2012-05-24;REALIZZATO;1368271115;8
2012-05-24;REALIZZATO;1368271245;9
2012-05-24;REALIZZATO;1368271247;10
2012-05-24;REALIZZATO;1368271406;1
2012-05-24;REALIZZATO;1368271407;2
2012-05-24;REALIZZATO;1369115471;3
2012-05-24;REALIZZATO;1369515652;4
2012-05-24;REALIZZATO;1370000072;5
2012-05-24;REALIZZATO;1370019170;6
2012-05-24;REALIZZATO;1370170480;7
2012-05-24;REALIZZATO;1370507549;8
2012-05-24;REALIZZATO;1370507649;9
2012-05-24;REALIZZATO;1374594561;10
2012-05-24;REALIZZATO;1374595603;1
2012-05-24;REALIZZATO;1375231117;2
2012-05-24;REALIZZATO;1375637311;3
2012-05-24;REALIZZATO;1375637468;4
2012-05-24;REALIZZATO;1379041287;5
2012-05-24;REALIZZATO;1379041294;6
2012-05-24;REALIZZATO;1379041315;7
2012-05-24;REALIZZATO;1379041322;8
2012-05-24;REALIZZATO;1379239337;9
2012-05-24;REALIZZATO;1379239376;10
2012-05-24;REALIZZATO;1379239402;1
2012-05-24;REALIZZATO;1379410931;2
2012-05-24;REALIZZATO;1382826989;3
2012-05-24;REALIZZATO;1382843326;4
2012-05-24;REALIZZATO;1383284069;5
2012-05-24;REALIZZATO;1392042397;6
2012-05-29;REALIZZATO;1392213931;7
2012-05-29;REALIZZATO;1392214005;8
2012-05-29;REALIZZATO;1392854783;9
2012-05-29;REALIZZATO;1396439878;10
2012-05-29;REALIZZATO;1398910030;1
2012-05-29;REALIZZATO;1399047682;2
2012-05-29;REALIZZATO;1399047692;3
2012-05-29;REALIZZATO;1401607734;4
2012-05-29;REALIZZATO;1401717599;5
2012-05-30;REALIZZATO;1407242463;6
2012-05-30;REALIZZATO;1411548220;7
2012-05-30;REALIZZATO;1411548223;8
2012-05-30;REALIZZATO;1411548224;9
2012-05-30;REALIZZATO;1411548225;10
2012-05-30;REALIZZATO;1411548226;1
2012-05-30;REALIZZATO;1411548227;2
2012-05-30;REALIZZATO;1411548228;3
2012-05-30;REALIZZATO;1415038732;4
2012-06-01;REALIZZATO;1415113421;5
2012-06-01;REALIZZATO;1418832440;6
2012-06-01;REALIZZATO;1418891021;7
2012-06-01;REALIZZATO;1420161549;8
2012-06-01;REALIZZATO;1420176119;9
2012-06-01;REALIZZATO;1420742690;10
2012-06-01;REALIZZATO;1421008021;1
2012-06-01;REALIZZATO;1423066365;2
2012-06-01;REALIZZATO;1423066480;3
2012-06-01;REALIZZATO;1425035205;4
2012-06-01;REALIZZATO;1431168166;5
2012-06-01;REALIZZATO;1431168174;6
2012-06-01;REALIZZATO;1431168222;7
2012-06-01;REALIZZATO;1431168234;8
2012-06-01;REALIZZATO;1434808658;9
2012-06-01;REALIZZATO;1435669407;10
2012-06-01;REALIZZATO;1438189088;1
2012-06-01;REALIZZATO;1438725769;2
2012-06-11;REALIZZATO;1438873498;3
2012-06-11;REALIZZATO;1438873509;4
2012-06-11;REALIZZATO;1445252828;5
2012-06-11;REALIZZATO;1447548273;6
2012-06-11;REALIZZATO;1448489142;7
2012-06-11;REALIZZATO;1448489164;8
2012-06-11;REALIZZATO;1448489181;9
2012-06-11;REALIZZATO;1448489184;10
2012-06-11;REALIZZATO;1452907107;1
2012-06-15;REALIZZATO;1453837761;2
2012-06-15;REALIZZATO;1454335312;3
2012-06-15;REALIZZATO;1457078677;4
2012-06-15;REALIZZATO;1459776879;5
2012-06-15;REALIZZATO;1459781387;6
2012-06-15;REALIZZATO;1459792770;7
2012-06-15;REALIZZATO;1460121864;8
2012-06-15;REALIZZATO;1461822680;9
2012-06-15;REALIZZATO;1461822715;10
2012-06-21;REALIZZATO;1467621371;1
2012-06-21;REALIZZATO;1472204665;2
2012-06-21;REALIZZATO;1473107188;3
2012-06-21;REALIZZATO;1481719569;4
2012-06-21;REALIZZATO;1481719572;5
2012-06-21;REALIZZATO;1483529750;6
2012-06-21;REALIZZATO;1483529751;7
2012-06-21;REALIZZATO;1483529752;8
2012-06-21;REALIZZATO;1483991687;9
2012-06-21;REALIZZATO;1488307420;10
2012-06-21;REALIZZATO;1490239602;1
2012-06-21;REALIZZATO;1496513604;2
2012-06-21;REALIZZATO;1496515367;3
2012-06-21;REALIZZATO;1496515368;4
2012-06-21;REALIZZATO;1500366230;5
2012-06-21;REALIZZATO;1500529599;6
2012-06-21;REALIZZATO;1500730537;7
2012-06-21;REALIZZATO;1503327621;8
2012-06-26;REALIZZATO;1504612701;9
2012-06-26;REALIZZATO;1506426671;10
2012-06-26;REALIZZATO;1506426686;1
2012-06-26;REALIZZATO;1506459560;2
2012-06-26;REALIZZATO;1507568292;3
2012-06-26;REALIZZATO;1507572098;4
2012-06-26;REALIZZATO;1507602264;5
2012-06-26;REALIZZATO;1523509487;6
2012-06-26;REALIZZATO;1525438703;7
2012-07-04;REALIZZATO;1528705756;8
2012-07-04;REALIZZATO;1528718405;9
2012-07-04;REALIZZATO;1529223790;10
2012-07-04;REALIZZATO;1537336890;1
2012-07-04;REALIZZATO;1537337043;2
2012-07-04;REALIZZATO;1537337051;3
2012-07-04;REALIZZATO;1537337078;4
2012-07-04;REALIZZATO;1537337110;5
2012-07-04;REALIZZATO;1547381901;6
2012-07-09;REALIZZATO;1550644125;7
2012-07-09;REALIZZATO;1550697921;8
2012-07-09;REALIZZATO;1554501486;9
2012-07-09;DA REALIZZARE;1554501551;10
2012-07-09;DA REALIZZARE;1555734832;1
2012-07-09;DA REALIZZARE;1555734852;2
2012-07-09;DA REALIZZARE;1555734863;3
2012-09-28;DA REALIZZARE;1555734872;4
2012-09-28;DA REALIZZARE;1555734879;5
2012-09-28;DA REALIZZARE;1555734891;6
2012-09-28;DA REALIZZARE;1555734923;7
2012-09-28;DA REALIZZARE;1555734980;8
2012-09-28;DA REALIZZARE;1555735048;9
2012-09-28;DA REALIZZARE;1555735060;10
2012-10-01;DA REALIZZARE;1555735133;1
2012-10-01;DA REALIZZARE;1555735154;2
2012-10-01;DA REALIZZARE;1555735180;3
2012-10-01;DA REALIZZARE;1555735191;4
2012-10-01;DA REALIZZARE;1555735198;5
2012-10-01;DA REALIZZARE;1555735207;6
2012-10-05;DA REALIZZARE;1555735236;7
2012-10-05;DA REALIZZARE;1555735252;8
2012-10-05;DA REALIZZARE;1555735296;9
2012-10-05;DA REALIZZARE;1562266126;10
2012-10-05;DA REALIZZARE;1566280538;1
2012-10-05;DA REALIZZARE;1571330500;2
2012-10-05;DA REALIZZARE;1571443798;3
2012-10-05;DA REALIZZARE;1572454488;4
2012-10-05;DA REALIZZARE;1572497975;5
2012-10-05;DA REALIZZARE;1573786194;6
2012-10-05;DA REALIZZARE;1573786639;7
2012-10-05;DA REALIZZARE;1576944814;8
2012-10-08;DA REALIZZARE;1576957964;9
2012-10-08;DA REALIZZARE;1579291900;10
2012-10-08;DA REALIZZARE;1579317878;1
2012-10-08;DA REALIZZARE;1580625955;2
2012-10-08;DA REALIZZARE;1582867689;3
2012-10-08;REALIZZATO;1582869515;4
2012-10-08;REALIZZATO;1583003522;5
2012-10-08;REALIZZATO;1583293720;6
2012-10-08;REALIZZATO;1584143404;7
2012-10-08;REALIZZATO;1586034707;8
2012-10-08;REALIZZATO;1589653989;9
2012-10-08;REALIZZATO;1590117598;10
2012-10-08;REALIZZATO;1591345714;1
2012-10-08;REALIZZATO;1591345719;2
2012-10-08;REALIZZATO;1592362329;3
2012-10-08;REALIZZATO;1595616381;4
2012-10-08;REALIZZATO;1596078009;5
2012-10-08;REALIZZATO;1596116618;6
2012-10-08;REALIZZATO;1596117863;7
2012-10-08;REALIZZATO;1596159551;8
2012-10-08;REALIZZATO;1596161053;9
2012-10-08;REALIZZATO;1597393977;10
2012-10-08;REALIZZATO;1599407944;1
2012-10-08;REALIZZATO;1599407958;2
2012-10-08;REALIZZATO;1599422855;3
2012-10-08;REALIZZATO;1599422857;4
2012-10-08;REALIZZATO;1599422860;5
2012-10-08;REALIZZATO;1599435455;6
2012-10-08;REALIZZATO;1599445275;7
2012-10-08;REALIZZATO;1599517007;8
2012-10-08;REALIZZATO;1600435057;9
2012-10-08;REALIZZATO;1600449098;10
2012-10-08;REALIZZATO;1600767162;1
2012-10-08;REALIZZATO;1602055004;2
2012-10-08;REALIZZATO;1602055008;3
2012-10-08;REALIZZATO;1602055013;4
2012-10-11;REALIZZATO;1602055017;5
2012-10-11;REALIZZATO;1602055018;6
2012-10-11;REALIZZATO;1602055019;7
2012-10-11;REALIZZATO;1602055023;8
2012-10-11;REALIZZATO;1602055030;9
2012-10-11;REALIZZATO;1602055033;10
2012-10-11;REALIZZATO;1602055039;1
2012-10-11;REALIZZATO;1602055044;2
2012-10-11;REALIZZATO;1602055050;3
2012-10-11;REALIZZATO;1602055056;4
2012-10-11;REALIZZATO;1602055061;5
2012-10-11;REALIZZATO;1602099323;6
2012-10-12;REALIZZATO;1602176099;7
2012-10-12;DA REALIZZARE;1605247097;8
2012-10-12;DA REALIZZARE;1605247101;9
2012-10-12;DA REALIZZARE;1605247107;10
2012-10-12;DA REALIZZARE;1605247113;1
2012-10-12;DA REALIZZARE;1605304159;2
2012-10-15;DA REALIZZARE;1605338554;3
2012-10-15;DA REALIZZARE;1605535758;4
2012-10-15;DA REALIZZARE;1605535759;5
2012-10-15;DA REALIZZARE;1605535760;6
2012-10-15;DA REALIZZARE;1605535761;7
2012-10-15;DA REALIZZARE;1605535762;8
2012-10-15;DA REALIZZARE;1605535763;9
2012-10-15;REALIZZATO;1605535764;10
2012-10-15;REALIZZATO;1605535766;1
2012-10-15;REALIZZATO;1605535767;2
2012-10-15;REALIZZATO;1605535768;3
2012-10-15;REALIZZATO;1605535769;4
2012-10-15;REALIZZATO;1605535770;5
2012-10-15;REALIZZATO;1605535771;6
2012-10-15;REALIZZATO;1605535772;7
2012-10-15;REALIZZATO;1605535773;8
2012-10-15;REALIZZATO;1605535774;9
2012-10-15;REALIZZATO;1605535775;10
2012-10-16;DA REALIZZARE;1605535776;1
2012-10-16;DA REALIZZARE;1605535782;2
2012-10-16;DA REALIZZARE;1605535783;3
2012-10-16;DA REALIZZARE;1605535784;4
2012-10-16;DA REALIZZARE;1605535787;5
2012-10-16;REALIZZATO;1605535790;6
2012-10-16;REALIZZATO;1605535794;7
2012-10-16;REALIZZATO;1605535797;8
2012-10-16;REALIZZATO;1605535799;9
2012-10-19;REALIZZATO;1605535801;10
2012-10-19;REALIZZATO;1605535803;1
2012-10-19;REALIZZATO;1605535810;2
2012-10-19;REALIZZATO;1605535813;3
2012-10-19;REALIZZATO;1606704925;4
2012-10-19;REALIZZATO;1606748091;5
2012-10-19;REALIZZATO;1607939646;6
2012-10-22;REALIZZATO;1609985538;7
2012-10-22;REALIZZATO;1610713296;8
2012-10-22;REALIZZATO;1611019802;9
2012-10-22;REALIZZATO;1611555759;10
2012-10-22;REALIZZATO;1613549418;1
2012-10-22;REALIZZATO;1617213627;2
2012-10-22;REALIZZATO;1617213895;3
2012-10-22;REALIZZATO;1617213906;4
2012-10-22;REALIZZATO;1617213913;5
2012-10-22;REALIZZATO;1617641109;6
2012-10-22;REALIZZATO;1617880720;7
2012-10-22;REALIZZATO;1617880740;8
2012-10-22;REALIZZATO;1618035650;9
2012-10-22;DA REALIZZARE;1618035688;10
2012-10-22;DA REALIZZARE;1622020704;1
2012-10-22;DA REALIZZARE;1623502617;2
2012-10-22;DA REALIZZARE;1627697395;3
2012-10-22;DA REALIZZARE;1627697400;4
2012-10-22;DA REALIZZARE;1627697403;5
2012-10-22;DA REALIZZARE;1627744611;6
2012-10-22;DA REALIZZARE;1634703491;7
2012-10-23;REALIZZATO;1636840624;8
2012-10-23;REALIZZATO;1640057922;9
2012-10-23;REALIZZATO;1641022749;10
2012-10-23;REALIZZATO;1642019568;1
2012-10-23;REALIZZATO;1653482541;2
2012-10-23;REALIZZATO;1653529595;3
2012-10-23;REALIZZATO;1655379485;4
2012-10-23;REALIZZATO;1657321704;5
2012-10-23;REALIZZATO;1657896452;6
2012-10-23;REALIZZATO;1657896453;7
2012-10-23;REALIZZATO;1659196383;8
2012-10-23;REALIZZATO;1659407024;9
2012-10-26;REALIZZATO;1659407083;10
2012-10-26;REALIZZATO;1659589204;1
2012-10-26;REALIZZATO;1659830994;2
2012-10-26;REALIZZATO;1664296100;3
2012-10-26;REALIZZATO;1665246571;4
2012-10-26;REALIZZATO;1665351582;5
2012-10-26;REALIZZATO;1666243969;6
2012-10-26;REALIZZATO;1666708167;7
2012-10-26;REALIZZATO;1668705262;8
2012-10-26;REALIZZATO;1668738439;9
2012-10-26;REALIZZATO;1668738440;10
2012-10-26;REALIZZATO;1671249929;1
2012-10-26;REALIZZATO;1672836494;2
2012-10-26;REALIZZATO;1674921836;3
2012-10-26;REALIZZATO;1674922357;4
2012-10-26;REALIZZATO;1675067613;5
2012-10-26;REALIZZATO;1675067631;6
2012-10-26;REALIZZATO;1675067632;7
2012-10-31;DA REALIZZARE;1675067633;8
2012-10-31;DA REALIZZARE;1675067637;9
2012-10-31;DA REALIZZARE;1675067639;10
2012-10-31;DA REALIZZARE;1675067647;1
2012-10-31;DA REALIZZARE;1675067648;2
2012-10-31;DA REALIZZARE;1675067649;3
2012-10-31;DA REALIZZARE;1675067650;4
2012-10-31;DA REALIZZARE;1675067652;5
2012-10-31;REALIZZATO;1675159430;6
2012-10-31;REALIZZATO;1675539211;7
2012-10-31;REALIZZATO;1675539212;8
2012-10-31;REALIZZATO;1675539213;9
2012-10-31;REALIZZATO;1675539225;10
2012-10-31;REALIZZATO;1675539228;1
2012-10-31;REALIZZATO;1675545077;2
2012-10-31;REALIZZATO;1675545084;3
2012-10-31;REALIZZATO;1675545085;4
2012-10-31;REALIZZATO;1675545086;5
2012-11-07;REALIZZATO;1675545087;6
2012-11-07;REALIZZATO;1675545088;7
2012-11-07;REALIZZATO;1675545090;8
2012-11-07;REALIZZATO;1677779265;9
2012-11-07;REALIZZATO;1679375559;10
2012-11-07;REALIZZATO;1680109008;1
2012-11-07;REALIZZATO;1680109017;2
2012-11-07;REALIZZATO;1687033822;3
2012-11-09;REALIZZATO;1687471689;4
2012-11-09;REALIZZATO;1689136988;5
2012-11-09;REALIZZATO;1691678256;6
2012-11-19;REALIZZATO;1691783894;7
2012-11-19;REALIZZATO;1692096595;8
2012-11-19;REALIZZATO;1693911309;9
2012-11-19;REALIZZATO;1694604568;10
2012-11-19;REALIZZATO;1694972814;1
2012-11-19;REALIZZATO;1694972853;2
2012-11-19;DA REALIZZARE;1698208196;3
2012-11-19;DA REALIZZARE;1701332595;4
2012-11-19;DA REALIZZARE;1701332595;5
2012-11-19;DA REALIZZARE;1701671003;6
2012-11-19;DA REALIZZARE;1701671003;7
2012-11-19;DA REALIZZARE;1702869653;8
2012-11-19;DA REALIZZARE;1702869659;9
2012-11-19;DA REALIZZARE;1703013243;10
2012-11-19;DA REALIZZARE;1703013246;1
2012-11-19;DA REALIZZARE;1703013250;2
2012-11-19;DA REALIZZARE;1703013254;3
2012-11-19;DA REALIZZARE;1703044581;4
2012-11-30;DA REALIZZARE;1703044584;5
2012-11-30;REALIZZATO;1703044588;6
2012-11-30;REALIZZATO;1703044590;7
2012-11-30;REALIZZATO;1703044593;8
2012-11-30;REALIZZATO;1703044596;9
2012-11-30;REALIZZATO;1703435383;10
2012-11-30;REALIZZATO;1703435399;1
2012-11-30;REALIZZATO;1703435425;2
2012-11-30;REALIZZATO;1703435474;3
2012-11-30;DA REALIZZARE;1703435616;4
2012-11-30;DA REALIZZARE;1703435832;5
2012-11-30;DA REALIZZARE;1703435837;6
2012-11-30;DA REALIZZARE;1704726769;7
2012-11-30;DA REALIZZARE;1705814941;8
2012-11-30;DA REALIZZARE;1705815030;9
2012-11-30;DA REALIZZARE;1705815370;10
2012-11-30;DA REALIZZARE;1705815420;1
2012-11-30;DA REALIZZARE;1705815431;2
2012-12-04;DA REALIZZARE;1705815433;3
2012-12-04;DA REALIZZARE;1706520085;4
2012-12-04;DA REALIZZARE;1707393116;5
2012-12-04;DA REALIZZARE;1707704135;6
2013-04-10;DA REALIZZARE;1708647918;7
